contract number,date of sitting,time,delivery date,amount,internalization,outsourcing,if the sitting date time after 2006,year,date of declaration,name of the project,name of the buyer,location of the buyer,if the buyer is a bank,export,export to OECD,the buyer's country,if the buyer is a chinese organization,classification of the buyer,Buyer Category B,Buyer Category C,name of the seller,Seller Category A,Seller Category B,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,Seller Category C,Seller ownership,if the seller belongs to IT industry,Technical field A,Technical field B,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,Intellectual Property A,Intellectual property B,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Contract type A,Contract type B,Plan Category A,Plan Category B,socioeconomic goals,Turnover,money,installment,paystyle,payment method,Seller registration number,Seller organization number,Is the seller a central institution in Beijing?,Is it an intermediary service organization?,Transformed enterprise
2010110022000015,2009-06-01,578d,2010-12-31,15,0,1,1,2010,1/26/10,Bohai Bank online banking project construction in the third and fourth quarter of 2009,"Bohai Bank Co., Ltd.",Tianjin City,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1066350,1066350,1,1,Installment payment,00,01,no,no,no
2008110032018936,2008-08-18,365d,2009-08-18,74,0,1,1,2008,11/13/08,2008 Operation and Maintenance Service Contract,China Construction Bank Corporation,Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,1080000,1080000,1,1,Installment payment,01,00,no,no,no
2010110032008066,2010-01-01,364d,2010-12-31,4,0,1,1,2010,7/16/10,Hangzhou Bank Online Banking Project Software Development Contract,"Hangzhou Bank Co., Ltd.",Zhejiang Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,1080000,1080000,1,1,Installment payment,01,00,no,no,no
2010110032014429,2010-05-28,520d,2011-10-30,2,0,1,1,2010,11/16/10,Zhuhai Commercial Bank Online Banking System,"Zhuhai Commercial Bank Co., Ltd.",Guangdong Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1080000,1080000,1,1,Installment payment,01,00,no,no,no
2009110001001581,2008-09-01,364d,2009-08-31,42,1,0,1,2009,5/26/09,Postal Savings Bank of China reporting system,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Hanzhu Technology (Beijing) Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1080164.28,1080164.28,0,2,One time payment,00,00,no,no,no
2008110032019386,2008-10-27,729d,2010-10-26,3,0,1,1,2008,11/18/08,Shijiazhuang Commercial Bank Customer Service Center Software Development Contract,Shijiazhuang Commercial Bank,Hebei Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1090000,1090000,1,1,Installment payment,01,00,no,no,no
2009110022000213,2008-10-01,364d,2009-09-30,34,0,1,1,2009,9/15/09,Continuous development of Bank of Communications ECIF customer information centralized management system,"Bank of Communications Co., Ltd.",Shanghai,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1092000,1092000,1,1,Installment payment,00,01,no,no,no
2009110032001264,2008-12-31,495d,2010-05-10,41,0,1,1,2009,1/21/09,Comprehensive front-end transformation project of China Construction Bank Beijing Branch,"China Construction Bank Co., Ltd. Beijing Branch",Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1094000,1094000,1,1,Installment payment,01,00,no,no,no
2010110032007637,2009-12-27,550d,2011-06-30,1,0,1,1,2010,7/6/10,Agricultural Bank of China Hubei Branch HP minicomputer equipment maintenance service project in 2009-2010,"Agricultural Bank of China Co., Ltd. Hubei Provincial Branch",hubei province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,1097784.2,1097784.2,1,1,Installment payment,01,00,no,no,no
2011110032001873,2010-12-21,364d,2011-12-20,2,0,1,1,2011,1/25/11,2010 ALOS Satellite Data Services Contract,"Beijing Tianxiatu Data Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Beijing Bosike Space Information Technology Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,civil space,1110000,1110000,1,1,Installment payment,01,00,no,no,no
2011110032001659,2010-12-21,364d,2011-12-20,2,0,1,1,2011,2/12/11,ALOS Satellite Data Service Contract,"Beijing Tianxiatu Data Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Beijing Bosike Space Information Technology Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,civil space,1110000,1110000,1,1,Installment payment,01,00,no,no,no
2010110032004418,2009-12-14,838d,2012-03-31,15,0,1,1,2010,5/11/10,Bohai Bank MCP Portfolio Risk Analysis System Procurement Project,"Bohai Bank Co., Ltd.",Tianjin City,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1112000,1112000,1,1,Installment payment,01,00,no,no,no
2008110032016879,2008-06-18,730d,2010-06-18,74,0,1,1,2008,10/20/08,95533 Customer Service Control Center Project,China Construction Bank Corporation,Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1118000,1118000,1,1,Installment payment,01,00,no,no,no
2011110032001334,2010-11-01,365d,2011-11-01,13,0,1,1,2011,1/20/11,Inner Mongolia Construction Bank Branch Comprehensive Data Management Platform Application Support and Promotion Project,China Construction Bank Inner Mongolia Autonomous Region Branch,Inner Mongolia Autonomous Region,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1120000,1120000,1,1,Installment payment,01,00,no,no,no
2009110032011391,2009-01-01,364d,2009-12-31,74,0,1,1,2009,9/14/09,CCB ALM system product maintenance project,China Construction Bank Corporation,Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,1130460,1130460,0,2,One time payment,01,00,no,no,no
2009110022000214,2008-11-20,161d,2009-04-30,30,0,1,1,2009,9/10/09,Huaxia Bank Cash Shinkansen Direct Express Software Development Project,"Hua Xia Bank Co., Ltd.",Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1140000,1140000,1,1,Installment payment,00,01,no,no,no
2008110032016870,2008-06-23,365d,2009-06-23,14,0,1,1,2008,10/20/08,Shanghai Bank’s existing housing fund supervision project,"Bank of Shanghai Co., Ltd.",Shanghai,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1140000,1140000,1,1,Installment payment,01,00,no,no,no
