amount,name of the buyer,location of the buyer,if the buyer is a bank,the buyer's country,if the buyer is a chinese organization,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission,if the project is a technical consultation,if the project is an IP exchange,Turnover,money,payment method
26,"Guangdong Development Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1988875,1988875,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1990260,1990260,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1993230,1993230,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1999394.27,1999394.27,Installment payment
7,Zhejiang Tailong Commercial Bank,Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2000000,2000000,Installment payment
3,"Baoshang Bank Co., Ltd.",Inner Mongolia Autonomous Region,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2000000,2000000,Installment payment
3,"Xinchen Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2000000,2000000,Installment payment
2,"Jiangsu Soochow Rural Commercial Bank Co., Ltd.",Jiangsu Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2000000,2000000,Installment payment
1,"Shenzhen Wanlong Communication Equipment Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,2000000,2000000,commission payment
1,Huayi Bank,Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2000000,2000000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2011000,2011000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2038000,2038000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2053897.02,2053897.02,One time payment
5,"Hebei Bank Co., Ltd.",Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2075000,2075000,Installment payment
1,"China Construction Bank Co., Ltd. Dalian Branch",Liaoning Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,2117500,2117500,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2120000,2120000,Installment payment
13,Shanghai Rural Commercial Bank,Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2138100,2138100,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2145000,2145000,Installment payment
5,"Fudian Bank Co., Ltd.",Yunnan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2150000,2150000,Installment payment
1,"Siwei Aeronautical Remote Sensing Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2150000,2150000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2150500,2150500,Installment payment
1,Guangzhou Commercial Bank,Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2160000,2160000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,2163500,2163500,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2200000,2200000,Installment payment
7,Guangxi Beibu Gulf Bank,Guangxi Zhuang Autonomous Region,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2200000,2200000,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2220000,2220000,Installment payment
3,Zhejiang Federation of Rural Credit Cooperatives,Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,2220000,2220000,Installment payment
1,Agricultural Bank of China Jiangxi Branch,Jiangxi Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,2239972.77,2239972.77,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2300000,2300000,Installment payment
5,Hunan Federation of Rural Credit Cooperatives,Hunan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2300000,2300000,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2329000,2329000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2335000,2335000,Installment payment
6,"Chongqing Rural Commercial Bank Co., Ltd.",Chongqing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2360000,2360000,Installment payment
4,"Shenzhen Development Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2381400,2381400,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,2400000,2400000,Installment payment
26,"Guangdong Development Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2400000,2400000,Installment payment
5,Harbin Bank,Heilongjiang Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2420000,2420000,Installment payment
10,"Bank of China Limited, Macau Branch",Macao Special Administrative Region,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2466800,2466800,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2478401.78,2478401.78,Installment payment
5,Shandong Federation of Rural Credit Cooperatives,Shandong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2480000,2480000,Installment payment
3,Yunnan Federation of Rural Credit Cooperatives,Yunnan Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2480000,2480000,Installment payment
3,"Beijing Lianjia Real Estate Brokerage Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,2492160,2492160,Installment payment
8,China Everbright Bank,Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2500000,2500000,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,2501000,2501000,Installment payment
10,"Bank of Ningbo Co., Ltd.",Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2551720,2551720,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2574000,2574000,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2580000,2580000,Installment payment
2,"Bank of Dalian Co., Ltd.",Liaoning Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2580000,2580000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2586000,2586000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2598000,2598000,Installment payment
4,Guangdong Federation of Rural Credit Cooperatives,Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2600000,2600000,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,2610240,2610240,Installment payment
1,"Jiangxi Changhe Automobile Co., Ltd.",Jiangxi Province,1,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,2650000,2650000,Installment payment
3,Fujian Federation of Rural Credit Cooperatives,Fujian Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2680000,2680000,Installment payment
4,"China Everbright Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,2696000,2696000,Installment payment
9,Bank of East Asia (China) Limited,Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2730000,2730000,Installment payment
1,"Beijing Boxintu Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2738000,2738000,Installment payment
13,Bank of China Limited,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,2746600,2746600,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2760000,2760000,Installment payment
3,"Beijing Lianjia Real Estate Brokerage Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,2776100,2776100,Installment payment
3,Shijiazhuang Commercial Bank,Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2800000,2800000,Installment payment
3,Nanyang Commercial Bank (China) Limited,Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2800000,2800000,Installment payment
1,Guizhou Federation of Rural Credit Cooperatives,Guizhou Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2800000,2800000,Installment payment
5,"Industrial Bank Co., Ltd.",Fujian Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2803000,2803000,Installment payment
9,Bank of East Asia (China) Limited,Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2850000,2850000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,2879500,2879500,Installment payment
30,"Hua Xia Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,2880000,2880000,Installment payment
4,"China Everbright Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2950000,2950000,Installment payment
2,"Dongguan Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2967000,2967000,Installment payment
1,Shanxi Rural Credit Cooperatives Federation Datong Office,Shanxi Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2990000,2990000,Installment payment
3,"Beijing Lianzhong Computer Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,0,1,0,0,2,1,0,0,3000000,3000000,One time payment
3,Fujian Federation of Rural Credit Cooperatives,Fujian Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3000000,3000000,Installment payment
1,"Tianjin Tianqi Group Meiya Automobile Manufacturing Co., Ltd.",Tianjin City,0,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,3000000,3000000,Installment payment
1,"Hainan Baodaotong Technology Co., Ltd.",Hainan,0,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3009500,3009500,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3014000,3014000,Installment payment
1,"Beijing Oracle Software Trust Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,3028454,3028454,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3038300,3038300,Installment payment
2,Anhui Federation of Rural Credit Cooperatives,Anhui Province,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3040000,3040000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3061557.34,3061557.34,Installment payment
3,Nanyang Commercial Bank (China) Limited,Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,3066000,3066000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3095000,3095000,Installment payment
3,"Beijing Lianjia Real Estate Brokerage Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,3120520,3120520,Installment payment
1,"Fuzhou Commercial Bank Co., Ltd.",Fujian Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3130000,3130000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,3143500,3143500,Installment payment
2,"Dongguan Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3146268.08,3146268.08,Installment payment
4,"Sino-German Housing Savings Bank Co., Ltd.",Tianjin City,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3180000,3180000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3182000,3182000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3186139.71,3186139.71,One time payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3196000,3196000,Installment payment
1,"Beijing Futong Oriental Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,3232844,3232844,One time payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3260000,3260000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3292000,3292000,Installment payment
13,Bank of China Limited,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3300000,3300000,Installment payment
1,"Tai'an Commercial Bank Co., Ltd.",Shandong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3330000,3330000,Installment payment
10,"Bank of China Limited, Macau Branch",Macao Special Administrative Region,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3352937.94,3352937.94,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3387500,3387500,Installment payment
2,"Beijing Rural Commercial Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3400000,3400000,Installment payment
1,Agricultural Bank of China Shandong Branch,Shandong Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,3474442.7,3474442.7,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3488000,3488000,Installment payment
8,Credit Card Center of China Minsheng Banking Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3998000,3497150,Installment payment
15,"Bohai Bank Co., Ltd.",Tianjin City,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3500000,3500000,Installment payment
3,"Hankou Bank Co., Ltd.",hubei province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3535000,3535000,Installment payment
1,Jinan Commercial Bank,Shandong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3597000,3597000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3648000,3648000,Installment payment
1,"Shengjing Bank Co., Ltd.",Liaoning Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3658000,3658000,Installment payment
5,Beijing Rural Commercial Bank,Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3668096,3668096,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3683000,3683000,Installment payment
6,Jiangxi Federation of Rural Credit Cooperatives,Jiangxi Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3730000,3730000,Installment payment
1,China Construction Bank Corporation Xinjiang Uygur Autonomous Region Branch,Xinjiang Uygur Autonomous Region,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3740000,3740000,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,1,0,3,0,1,0,3790000,3790000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,3792000,3792000,Installment payment
6,"Lanzhou Bank Co., Ltd.",Gansu province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3800000,3800000,Installment payment
1,"Bank of Beijing Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,1,0,3,0,1,0,3800000,3800000,Installment payment
1,"Beijing Duosi Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3800000,3800000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3833942.5,3833942.5,One time payment
41,"China Construction Bank Co., Ltd. Beijing Branch",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,4300000,3870000,Installment payment
1,Pudong Development Bank,Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3924000,3924000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,3940000,3940000,Installment payment
3,"Xinchen Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,3980000,3980000,Installment payment
1,Zhangjiakou Commercial Bank,Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,3990000,3990000,Installment payment
4,Guangdong Federation of Rural Credit Cooperatives,Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,4000000,4000000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,4083000,4083000,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,4100000,4100000,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,4149460,4149460,Installment payment
6,"Bank of Chengdu Co., Ltd.",Sichuan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,4180000,4180000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,4300000,4300000,Installment payment
1,Guangxi Zhuang Autonomous Region Rural Credit Cooperatives United Cooperative,Guangxi Zhuang Autonomous Region,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,4360000,4360000,Installment payment
4,Shenzhen Rural Commercial Bank,Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,4390000,4390000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,4398000,4398000,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,9900000,4400000,Installment payment
3,"Beijing Lianzhong Computer Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,0,1,0,0,2,1,0,0,4405157,4405157,One time payment
